Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
3205,CA-2015-158372,10/11/2015,16/11/2015,STANdARd clAsS,rD-19900,rUbEn dArTT,ConSumER,uNited STaTEs,San diEgO,cALiForNiA,92037.0,WEST,FUR-fU-10000397,fUrNITUre,FURNishinGs,luXO ecOnOmy sWIng Arm lAMp, 39.88 
3206,CA-2015-158372,10/11/2015,16/11/2015,stAndArd class,rd-19900,ruben Dartt,COnsUmER,uNitEd STates,san diEGo,califoRnIa,92037.0,wESt,off-pa-10002137,Office SuPPliEs,PAPeR,"SOuThwOrtH 100% RÉSumé paPeR, 24lB.", 62.24 
3207,ca-2015-158372,10/11/2015,16/11/2015,STandARd ClASs,rD-19900,rUBen DaRTt,COnsUMER,UnITEd StATEs,San DIego,cALIFOrNiA,92037.0,WesT,fur-fU-10001867,FUrnITUre,fURniShiNgS,"eldON exprESSiONS PUNcHEd MEtAl & wooD DESk acCessORIes, pEWtEr & cHERrY",53.2
3208,Ca-2015-158372,10/11/2015,16/11/2015,StANdARD ClaSS,Rd-19900,rUbEN dARTT,CoNSUmEr,UNITEd sTAtes,SAN DIeGO,CalIFORNIa,92037.0,weSt,oFf-La-10000407,OFfice SuPpLIEs,LaBELs,AvEry White MUltI-PurpOSe lABels, 39.84 
3209,Ca-2017-108882,09/01/2017,15/01/2017,STanDARd ClaSS,la-16780,LAuRa aRmstrONg,corpORatE,UNITED sTatES,FrESnO,CaLifOrniA,93727.0,west,tEc-Ac-10000420,TecHNOlOgY,AccEsSOrIES,logITEcH G500s LASER gaMInG mouSE wiTh adjuSTAbLe weIght tuNInG,349.95
3210,cA-2017-108882,09/01/2017,15/01/2017,sTaNdaRD CLasS,LA-16780,LAuRa aRMSTRoNg,coRPorAtE,UNITed StatES,FResNO,CAlIFoRNIa,93727.0,West,TEC-PH-10002726,teChNoloGy,PhOnes,nETTAlK dUo voip TElephOnE sERvIce,377.928
3211,uS-2018-108245,22/09/2018,27/09/2018,standard cLaSs,sh-19975,SALLY HugHsBY,cORPOrAte,UNiTeD STATeS,pEarlANd,TEXAs,77581.0,CeNtraL,off-En-10001415,OFFiCE supPlieS,envELOpeS,STapLe ENvElope, 13.392 
3212,us-2018-108245,22/09/2018,27/09/2018,STANdArd cLaSS,SH-19975,SALly HugHsbY,cOrpOrATe,UNiTeD stATES,pEaRLANd,TeXas,77581.0,CENTRAL,oFF-BI-10000773,oFFiCE SupplIeS,biNdERs,InSErtaBLe taB PoSt bINder dIVIDErs,11.228
3213,ca-2015-142314,23/12/2015,28/12/2015,stANdarD ClASs,sF-20200,saRAh foSteR,coNsUmeR,UnIted sTATEs,rIChMOnD,IndIANa,47374.0,cenTrAl,oFf-Ap-10002350,oFfIce suPplies,APPLIANCEs,bELkiN f9H710-06 7 oUtLET SUrgemaSTER SURge proTECtOr,207.24
3214,ca-2017-132409,26/05/2017,01/06/2017,StANDaRD cLasS,Th-21235,tIFFANy hOuse,cOrpORAte,unitED STaTES,pHiLADeLPHIA,PEnnSYLVania,19134.0,East,ofF-AR-10001919,oFfICe SUpplIES,ARt,"Oic #2 pENciLS, MEDIuM SOFT", 1.504 
3215,ca-2017-132409,26/05/2017,01/06/2017,STaNdARD CLaSS,TH-21235,tIfFaNy house,corPOratE,UnitEd StAtEs,pHIlADelpHiA,pEnnSylVAniA,19134.0,eAST,ofF-Ap-10002082,OFfIcE sUppliES,aPplIanCES,hOlmes hEPa aIR PurIFier,34.848
3216,cA-2018-150189,08/07/2018,10/07/2018,fIRST CLass,Vg-21790,VIvek gONZaLEZ,ConSUMer,uniTed sTaTES,san matEO,cAlIFoRNia,94403.0,WEsT,oFF-lA-10002762,Office SuPPLIeS,lAbels,avEry 485, 75.18 
3217,CA-2015-114433,13/05/2015,17/05/2015,STAndard ClasS,nP-18325,naresJ PATeL,Consumer,unitED StaTeS,OAKland,CaLifORnia,94601.0,weSt,Tec-AC-10002800,TeChnologY,AccessORiES,plAnTROniCS aUdiO 478 stEREo usb HeADSEt, 149.97 
3218,CA-2018-104640,10/11/2018,16/11/2018,sTaNdArd cLASS,fh-14275,FRAnK hAWlEy,cOrporATE,UnITed STATes,new yORk cIty,NEw YOrk,10024.0,East,ofF-Bi-10003925,oFFIce sUPPLIeS,biNDerS,FelLowES PB300 pLAStIc cOMB BiNdinG MacHinE, 931.176 
3219,ca-2018-104640,10/11/2018,16/11/2018,StaNdaRD CLasS,Fh-14275,frANK HAwLeY,cOrpORAte,uNiTeD StatES,NeW YorK citY,NeW yORK,10024.0,East,tEC-ph-10002200,TeCHnologY,phones,AAstRA 6757i Ct wirELess VOIP PhOne,430.88
3220,US-2016-137008,02/10/2016,08/10/2016,sTandaRD claSS,Jp-15460,jennifEr pATT,coRpoRate,UNItEd sTAtEs,LAkEwOOd,NEw JeRseY,8701.0,EASt,OFf-pa-10001295,OffiCE sUppliEs,PAper,ComPuTEr PRIntout PaPER With lETTEr-trim pErForAtioNS, 94.85 
3221,US-2016-137008,02/10/2016,08/10/2016,sTAndarD CLasS,jP-15460,jenNIfeR PatT,CorpOrAte,uNIted StAteS,LaKEWood,nEW jErsEY,8701.0,EaSt,OFf-en-10002500,oFfIcE SUpPLiES,EnvelopES,GlOBE wEiS peEl & seEl fIrst clAsS enVeloPEs,51.12
3222,US-2016-137008,02/10/2016,08/10/2016,staNdARD ClASS,jp-15460,JeNniFEr PatT,coRPorAte,UNIted sTatES,lAKEWOoD,NEw JerseY,8701.0,east,Tec-aC-10000892,TeChNolOGY,aCcESSoRiEs,NETGEaR n750 DUAl baNd wi-Fi GIgAbit rOUTer, 90.0 
3223,cA-2015-108189,02/10/2015,05/10/2015,fIRST ClASs,Es-14080,eRin sMitH,cOrpORatE,uNITed STaTES,TemPe,arIzona,85281.0,WESt,oFf-pa-10001838,oFFiCe sUPpLIES,pAPER,"ADAMs tELEPHonE MeSSAge BOOk W/dIvIDErS/SpACe fOR phONE nuMbeRs, 5 1/4""x8 1/2"", 300/messAGes", 9.408 
3224,Ca-2015-108189,02/10/2015,05/10/2015,FiRst cLaSs,ES-14080,eRIN smitH,cORpoRAte,UnIteD staTEs,tempE,ariZoNa,85281.0,WEST,ofF-FA-10000735,OFfIce supPLIEs,faStenErS,STAPlES, 4.672 
3225,ca-2015-108189,02/10/2015,05/10/2015,firSt CLasS,eS-14080,ERIn sMITH,coRpOrAte,UNItED sTAtES,teMpE,aRiZONa,85281.0,WEsT,tEc-PH-10001760,tecHnolOGy,pHoNeS,bosE sOuNDLInk bLuETootH sPeakeR,318.4
3226,ca-2015-108189,02/10/2015,05/10/2015,First cLAsS,Es-14080,erin smITH,corpORATE,UniTeD staTEs,TEmPE,ARIzoNA,85281.0,WEst,Off-En-10004846,offICe SUppLieS,ENveloPES,lETter OR LEgaL sIzE ExPandABLe pOLY StriNG tiE enVelOPes, 12.768 
3227,cA-2015-108189,02/10/2015,05/10/2015,fiRst cLaSS,es-14080,erin smiTH,CORPOraTe,UNiTeD STAtEs,tEMPe,ArizonA,85281.0,wEST,oFf-sU-10003567,ofFiCe sUppLIES,sUPplieS,stiLeTTO hANd LeTtEr OpEnErs, 15.36 
3228,CA-2015-108189,02/10/2015,05/10/2015,fIRST class,Es-14080,eRIN Smith,CORPoRAte,UNITed stATEs,tEmPe,aRIZONa,85281.0,WesT,TEC-ph-10001557,TechnOlOGy,PHOnEs,PyLE pMP37lED,230.376
3229,ca-2015-108189,02/10/2015,05/10/2015,FirST CLAsS,eS-14080,erin smith,coRPORAtE,uNiTeD stAteS,TEMpe,aRIzONa,85281.0,WeSt,Tec-AC-10003038,TECHnOlogY,ACCEsSOrieS,KiNgsTOn DiGitAl DatATRAVElER 16gb USB 2.0, 7.16 
3230,ca-2015-154641,11/08/2015,16/08/2015,stanDaRD Class,Kl-16645,KeN LONsdALe,COnSUmeR,UnItED StaTeS,NeW YoRK CIty,new yoRK,10035.0,eaST,oFf-sT-10004459,OffiCE SUppLies,SToraGE,TENNSCo singlE-tIER LockERS, 375.34 
3231,Ca-2018-131625,01/09/2018,05/09/2018,SEcoNd cLaSs,bn-11515,bRAdleY NGUYEN,CONSumEr,uNITEd stAtEs,nEW yOrK CiTy,nEw YORK,10009.0,EASt,fUr-Fu-10004960,fuRNiTUre,fURNishiNgS,"sETH tHOMAS 12"" cLocK W/ goLdtoNE CASE",114.9
3232,uS-2018-156356,16/04/2018,22/04/2018,StANDaRD cLAss,nD-18370,NAtALIE deCHERNEy,coNSUmER,uNIted StaTeS,HOUsToN,TexAS,77095.0,CEntral,ofF-bI-10000632,oFfiCe supplIes,binDers,SATeLlite SeCtIOnal Post bindERs,26.046
3233,us-2018-156356,16/04/2018,22/04/2018,STandArD clASS,nd-18370,nATaLie dEChERnEy,cOnsUmeR,UNited STateS,hOusTOn,TEXAS,77095.0,cEntRal,oFf-bi-10001107,OFFIcE sUPpLiES,BiNDErS,"gBC wHiTe gloSs cOvERS, PLAin FrOnt", 2.896 
3234,US-2018-156356,16/04/2018,22/04/2018,StanDARd CLaSS,nd-18370,naTaLie deCHeRney,COnsuMeR,UnIteD STatES,HOuStoN,TeXAS,77095.0,CENTrAl,OFf-ST-10002301,ofFIcE SUppLiES,stOrAge,teNnScO COMmERciaL SheLvINg, 32.544 
3235,ca-2017-138933,24/04/2017,27/04/2017,FIrsT Class,JL-15130,jack LeBroN,consuMEr,uNIted stATES,rIvErsIdE,cALIFOrnia,92503.0,WEst,off-Bi-10003355,OffiCE SUppLiEs,biNdeRS,CarDinAl Holdit buSINeSS CARD poCkETs, 3.984 
3236,CA-2017-140746,15/01/2017,15/01/2017,SaME dAy,Rc-19825,roY COLliNs,consUmER,unITed STaTes,FaIrfiELd,cOnNECTIcUt,6824.0,east,FUR-Ta-10002903,FurnItuRE,TABlES,"bEvis ROund bUlLnOSE 29"" hIGH TabLe Top",181.797
3237,CA-2017-146836,02/05/2017,02/05/2017,sAME daY,cc-12475,ciNDy cHapMan,coNsuMEr,UniTeD STATEs,nEW YoRk city,nEw YORK,10024.0,eAST,ofF-st-10001580,offIcE SUpplIES,stORagE,SUPer decoflEx PortabLe persOnaL fIlE,44.94
3238,cA-2017-146836,02/05/2017,02/05/2017,sAME dAy,cC-12475,CIndy ChApmaN,CONSumeR,unIted STAtes,neW yORk ciTY,NEw yoRk,10024.0,east,oFf-Bi-10000315,ofFiCE SUPPLiEs,BINders,POlY DEsIgNeR COVeR & bAck, 45.576 
3239,us-2017-127971,20/11/2017,27/11/2017,STaNdARD ClASS,dW-13195,DAVID wiEnEr,corporaTe,uNitEd STaTeS,hoUStON,tEXAS,77095.0,central,FUr-ch-10003774,fUrNITURe,chairS,"GlOBAl woOd TrIMMED mAnAgEr's taSk cHAIR, khAKI", 318.43 
3240,Us-2017-127971,20/11/2017,27/11/2017,stANDARD ClASs,DW-13195,DAvid wIEner,cORPoRaTE,uniTed STaTEs,hOUstoN,TeXAs,77095.0,CentRAL,tEc-Ph-10003095,tEcHnoloGY,pHONes,samsuNg Hm1900 BLUetoOtH heaDsEt, 122.92 
3241,us-2017-127971,20/11/2017,27/11/2017,stAnDARD ClaSS,Dw-13195,DAViD WIEnER,corPOrate,uNiTeD STatEs,hOUStON,Texas,77095.0,CentrAl,fUr-fu-10000023,fUrnItUre,furnisHINgs,eLdOn WAVE dESK AccESSoriES, 7.068 
3242,uS-2017-140809,01/02/2017,03/02/2017,firsT ClASS,cK-12760,cYMa KiNNEy,cORporATe,UNItEd STAtEs,ARLIngtON,ViRgINIA,22204.0,SouTh,off-ST-10002214,oFficE suppLIEs,StoRAGE,X-rACK FiLe FOr HaNGing foLDeRS,56.45
3243,cA-2018-114524,31/03/2018,05/04/2018,secONd clASs,eg-13900,EMiLy grady,coNSUmer,uNITed StATES,chiCAgO,IllinOiS,60623.0,CENtraL,OFF-Bi-10002799,officE sUpPLIEs,bINders,"SLIMvieW polY BinDEr, 3/8""", 13.468 
3244,cA-2018-113355,01/12/2018,05/12/2018,STanDArd ClaSs,Sj-20215,SARah joRDOn,CoNsuMER,uniTeD STATEs,graNd prAIRIE,texas,75051.0,CEntraL,TeC-pH-10004912,techNOlOGy,PhONEs,CIsCO spA112 2 PoRt PHONe AdaPter,219.8
3245,Ca-2018-113355,01/12/2018,05/12/2018,StAndaRD Class,sj-20215,SaRah jOrDoN,cOnsUMer,unITED StAteS,GraND pRAIRie,TexaS,75051.0,cENtRAL,fuR-Ch-10002602,furniTurE,ChAirS,Dmi arturo ColleCtIon mISsiOn-STyLe deSIgn woOd cHAIR, 317.058 
3246,Us-2018-140907,10/12/2018,12/12/2018,sEcoND ClaSS,bP-11185,Ben pEterMaN,COrpoRAtE,uniTed sTATES,SEAtTle,WaShInGtON,98103.0,west,tEC-Ac-10004510,tECHNOlogY,AcCEsSOriEs,lOGItECH dESKTop mk120 MouSe aNd keybOARD coMbo,49.08
3247,Us-2018-140907,10/12/2018,12/12/2018,secOnD ClAss,bP-11185,Ben pETErMAn,corPoRatE,UnitEd sTatEs,SeatTLe,WAsHingtOn,98103.0,WeSt,OFf-st-10000060,ofFiCE SuPpLieS,sToRAGe,felLoweS banKeRs box staxONsTeEl drAwER fIlE/STaCKiNG SYsTEm, 324.9 
3248,us-2018-140907,10/12/2018,12/12/2018,sECOnd ClASs,Bp-11185,BEN peTeRman,COrPOratE,uNITeD sTATES,SEaTtlE,WasHinGTOn,98103.0,WeSt,OFF-aR-10000799,offiCE SupPlies,aRT,cOL-ErASe peNCILS wIth eRASErs, 18.24 
3249,Ca-2017-159730,17/09/2017,21/09/2017,stanDARd cLaSs,Sj-20125,sANjit jAcobs,hOmE OFfiCe,UniTed STATeS,SeAtTle,wASHingtON,98103.0,West,fUR-ch-10004875,furnIturE,chAIrs,HaRBour CreatioNs 67200 seRIeS StaCkINg CHairs,113.888
3250,Ca-2017-159730,17/09/2017,21/09/2017,STANDard ClasS,Sj-20125,SanjiT jAcobs,homE OffiCE,uNiteD StaTes,SEattlE,WAshINgtoN,98103.0,WEST,TEC-ph-10002085,TECHnoLoGY,PHONES,CLaRItY 53712,105.584
3251,ca-2017-157868,23/12/2017,29/12/2017,STAndarD clAsS,Mc-17590,mATT COlLISter,CORPORAtE,uniTeD stATeS,graND RApIds,miChiGAN,49505.0,ceNtraL,ofF-FA-10000992,OFfice SUPplies,FAsTEnErs,"acco CLIPS To go bINDer ClIPS, 24 clIPs in twO siZEs",24.85
3252,cA-2018-119389,17/04/2018,19/04/2018,FIrst CLAss,bg-11740,BrUCE GELd,coNsUmEr,UNIted stATes,pHilAdElphia,pENnSyLVANia,19120.0,eASt,fUr-fU-10001473,fuRniTURE,FuRNiSHings,"eLDOn eXeCutive WoODLine II DeSk acCeSsoRiEs, mahoGanY",60.312
3253,ca-2018-110373,27/10/2018,30/10/2018,SeCOND ClAsS,mA-17560,MATt ABelmAn,hoME ofFiCe,UnIteD states,chiCago,iLlinoiS,60610.0,CeNTrAl,ofF-ar-10003045,OfFIce suPPLIeS,ArT,pRAng coloRED pencIlS,7.056
3254,cA-2018-110373,27/10/2018,30/10/2018,secOnD class,ma-17560,mAtT AbelMaN,HoME oFfICe,uNiTeD stATes,ChicaGo,iLlInOIs,60610.0,CEnTRAl,TeC-ph-10001536,TEcHNOlOgY,PhONes,SPIgEN samsUnG galAXy S5 Case wallEt, 27.184 
3255,ca-2017-155474,08/07/2017,14/07/2017,stAnDARD cLasS,cC-12220,CHrIS cORteS,COnsUMer,uNiTeD StATes,sEaTtLe,waSHINgTON,98105.0,west,Tec-pH-10001580,TEchnOLoGy,PhoNEs,loGiTECh moBILE spEaKeRphonE p710E - SpeaKeR Phone,107.984
3256,ca-2017-155474,08/07/2017,14/07/2017,StAndARD CLAss,CC-12220,cHRIs cORTeS,CoNSUmER,unitEd sTATES,SEATtLE,wAShINgTON,98105.0,wEST,oFf-bI-10004209,offiCE sUpplIes,BINDErs,"FeLlOWEs tWISTER KIt, grAy/CLEAr, 3/pkg", 19.296 
3257,cA-2016-155453,09/08/2016,14/08/2016,stANdard ClASs,RA-19885,rUBen ausman,CorPOrate,uNiTEd StaTeS,jacksONvilLe,fLorIdA,32216.0,SOUtH,OfF-lA-10001613,oFFiCe sUPpLies,lAbeLS,AvERy FIle FOlDer lABeLS,4.608
3258,uS-2017-161844,09/12/2017,14/12/2017,SeconD cLass,Dk-12835,DAmAlA KOTsOnis,CORPOrate,UnITed STAtes,frAnKLiN,teNNeSseE,37064.0,SOuTh,Fur-tA-10001676,fURNITuRe,TablEs,hOn 61000 sERIEs iNTeRaCTivE TraiNing TabLes,79.974
3259,US-2017-161844,09/12/2017,14/12/2017,sECOnd clAsS,dk-12835,dAMalA kotsOnIS,coRPoRaTe,uNiTEd staTES,FRAnklIn,tEnNesseE,37064.0,sOuth,OFF-BI-10003712,OffICE sUpPlies,BINDERs,"ACco preSsBOarD cOvERs WIth sToRAGe hOokS, 14 7/8"" x 11"", LIgHT bLUE", 2.946 
3260,Us-2017-162103,13/11/2017,17/11/2017,sTAndArD ClasS,Lb-16795,laUrel BEltrAn,hOME oFfIcE,UnITED StATEs,hIGHlaNd PArK,iLliNoIs,60035.0,CENtral,Off-bi-10000285,OffiCE sUpplIeS,bINDers,XtRalIfE ClEArVue sLaNT-D RinG BinDerS BY cArdINAL, 3.136 
3261,cA-2015-151554,14/11/2015,15/11/2015,fIrSt ClasS,CM-11815,CANdace mCmaHoN,cOrpOrate,uNiteD sTates,PasADenA,Texas,77506.0,cENtrAl,Off-Pa-10004609,oFfice SuPpLiES,PAPer,XeroX 221,20.736
3262,CA-2015-140662,17/11/2015,19/11/2015,FIrSt CLasS,ts-21205,thomAS SeIO,corPoraTE,uNiTED sTAtES,sAN frANCiSco,cAlIForNIA,94109.0,west,TEc-ac-10001314,TEchNOLogy,ACCeSSoRiEs,CASe loGic 2.4gHz wirelESs KEybOARd, 99.98 
3263,Ca-2015-140662,17/11/2015,19/11/2015,fIrSt clASs,Ts-21205,THOMaS sEIo,COrpoRATE,unITeD StATES,SAN FraNCiSCo,CaliFORNia,94109.0,WEST,oFf-PA-10003395,OFfIcE SuPplies,PApEr,XeroX 1941, 733.95 
3264,CA-2015-140662,17/11/2015,19/11/2015,firSt CLaSs,tS-21205,ThoMAs SEIo,coRpOratE,uNITED States,SaN fraNcIscO,CALiFoRnia,94109.0,WEst,ofF-AP-10001242,oFfiCe SUPPLIes,APPLiAnCes,ApC 7 outlET neTWORk sURGEaRrEst surGe ProTECtor,241.44
3265,Ca-2017-122518,04/03/2017,08/03/2017,sEcOnD claSs,RF-19345,RanDY FergusOn,cORPoRatE,uNITed sTateS,MIAmi,FLORida,33180.0,soUTh,OFf-la-10001641,oFfice SupPLiEs,LabELs,aVery 518,10.08
3266,uS-2015-126571,11/10/2015,15/10/2015,sTANdArD claSS,JF-15565,JiLl FJELD,cONSUmER,UNItED staTEs,phiLadELPHia,PENnSYLVaniA,19120.0,EASt,OFF-ST-10003816,ofFIce SupPLiEs,StOraGe,fEllOwES hIgH-stAk drawEr FILes,281.904
3267,Us-2015-126571,11/10/2015,15/10/2015,StAndaRd claSS,jf-15565,jiLl fJeLD,cONsumEr,uniTed sTATes,PhiLaDeLpHiA,PENNsYLVANIa,19120.0,eAsT,oFF-en-10002230,oFFIce sUpPLieS,ENvelopeS,AIrMAIL eNvEloPEs,201.432
3268,cA-2015-143840,22/05/2015,29/05/2015,STanDArd cLASS,Eh-14185,evAN HEnrY,coNsUMeR,uniTED sTates,DEcaTUR,alabAma,35601.0,sOuth,teC-pH-10002660,TEchNoLogy,PHoNEs,NORTel neTworKS T7316 e Nt8 b27, 135.98 
3269,CA-2015-143840,22/05/2015,29/05/2015,STaNdArD CLass,eH-14185,EVaN HENrY,cONSuMeR,unitED sTaTES,DEcATUR,AlaBAMa,35601.0,sOUtH,tEC-pH-10003171,tEchNOlogy,pHONes,PLANtrOnicS eNCoRe h101 DUaL eArpieCES hEaDSet, 44.95 
3270,CA-2015-115980,15/07/2015,19/07/2015,standard cLASS,vw-21775,vicToria wILsoN,cORPOraTe,uniteD staTES,siOux FALlS,souTh dakOTa,57103.0,CeNtRaL,TEC-aC-10003709,teChNOLOGy,ACcEsSORIeS,MaxELl 4.7gB dVD-R 5/pAcK,2.97
3271,CA-2015-115980,15/07/2015,19/07/2015,StaNdArD cLAss,Vw-21775,VICtOria wilson,CoRpORAte,unItEd StAteS,SIOUX FallS,SOUTh dAKoTA,57103.0,cenTral,OfF-fa-10000304,OfFiCe sUpPLies,fASTENeRs,AdVanTUS pUsh PINS, 6.54 
3272,ca-2016-155145,27/12/2016,29/12/2016,SEConD cLaSS,KN-16450,KeAN NguYEN,CorPoraTE,UnItED staTes,viSAliA,CaLIfOrNIA,93277.0,WeSt,TeC-ac-10003709,tEcHnOlogy,aCcEsSoRIes,mAxELl 4.7GB DVd-r 5/Pack, 7.92 
3273,ca-2016-146038,09/02/2016,16/02/2016,StaNDArD cLAsS,SJ-20215,saRAh JORdon,CoNSumeR,UniTEd sTATEs,loS aNGeLEs,cAliForniA,90049.0,WEst,fuR-Ch-10002774,FuRNItUrE,chAiRS,"GLObAl deLUXE stACKinG chAIr, grAY",203.92
3274,Ca-2018-133865,08/05/2018,12/05/2018,StANDARd CLASS,PS-19045,PEneLOpe sEWaLl,HOME offIcE,uNITEd states,LoS AnGEles,cALIforNIA,90032.0,West,TEc-CO-10001046,technologY,CoPIERS,CaNON iMAgEclAss D680 copIer / faX,3359.952
3275,cA-2018-116358,02/11/2018,06/11/2018,StAndArD CLass,KM-16225,KalycA MEADE,cOrPoRAtE,UnITeD STatEs,oVERlanD paRk,KaNsas,66212.0,CEntraL,Off-fa-10003495,oFFice suppLieS,FAsTeners,StAPLes, 18.24 
3276,ca-2018-116358,02/11/2018,06/11/2018,stANDarD cLass,kM-16225,kaLyCA mEADe,cOrpORatE,UnitED STateS,OVerlAnd pArk,kansaS,66212.0,CentRal,ofF-aR-10004685,ofFICE sUPplIEs,aRt,"Binney & sMItH cRayoLa metAllIc coLOred PEnCIls, 8-coLoR set", 27.78 
3277,ca-2015-102988,05/04/2015,09/04/2015,sECOND cLasS,gm-14695,GrEG MaxWelL,CORporatE,UNited STATES,ALeXAnDrIA,viRgInia,22304.0,South,oFF-aR-10004757,oFFIce SUPPLIes,arT,crayolA COLOrED pENcilS, 22.96 
3278,Ca-2015-102988,05/04/2015,09/04/2015,SecOND Class,GM-14695,GReG mAxwElL,CorpoRATE,uniteD sTATEs,aLExANDrIA,VirgiNIa,22304.0,SoUth,TEc-pH-10001615,techNOLOGY,PhOnEs,aT&T cl82213,28.99
3279,CA-2015-102988,05/04/2015,09/04/2015,SECoND cLass,gm-14695,gReg MaXWell,cOrpoRaTE,UNITeD sTATes,aLeXAnDriA,viRgInIA,22304.0,sOUTH,Off-pA-10003349,OffICe sUpPLIEs,PaPER,xeRox 1957,12.96
3280,cA-2015-102988,05/04/2015,09/04/2015,SecoND clAss,gM-14695,greg MAxWeLL,coRPORATe,unItEd states,ALexaNdria,virGINIa,22304.0,sOUtH,oFF-ar-10000127,OFFiCe SuPPLies,ARt,nEWELl 321,22.96
3281,CA-2015-102988,05/04/2015,09/04/2015,Second clASs,Gm-14695,GReG MAXWELL,COrpoRAtE,uNiTeD StATeS,ALexanDRIA,VIRginia,22304.0,SoUth,off-SU-10002881,OFfiCe SUPpLiEs,SUppLIEs,MARTiN YALE cHAdLeSS OpeNEr EleCtric leTtEr OpeNeR,4164.05
3282,us-2015-117170,17/09/2015,24/09/2015,STandard cLass,Kt-16465,KEan taKAHITo,COnSuMEr,unIteD StATEs,rAleIGh,North caROLINa,27604.0,SOutH,tEc-AC-10001109,tecHNolOGY,aCCESSOrIES,lOGiteCh tRacKmaN mARbLE mOUsE, 47.984 
3283,US-2015-117170,17/09/2015,24/09/2015,stAndaRd ClASs,kT-16465,keAN TAkaHItO,COnSUMeR,UnIteD sTAteS,rAleigH,NOrtH carOliNA,27604.0,SoUtH,OfF-Pa-10000682,OfFIcE SuPpLIES,pAPeR,XerOx 1924,4.624
3284,cA-2015-159478,30/09/2015,06/10/2015,sTandard CLaSS,Mh-17785,mAya HermAn,COrpORaTe,unITEd staTES,nEW yORk citY,new yorK,10035.0,East,FuR-Fu-10000221,furnITurE,fuRNIshinGS,"masTeR CaSter dOoR SToP, BroWN", 15.24 
3285,CA-2015-103702,12/09/2015,17/09/2015,STanDArd CLaSS,Af-10885,ART fOsTeR,CONSumER,UNIted STAtes,FAirfIELd,OHiO,45014.0,EaSt,OFf-bi-10002429,oFFIce suPPLieS,bInders,"Premier ELLIPticaL rING bINDer, blacK", 63.924 
3286,Ca-2018-150525,20/02/2018,25/02/2018,StanDArd claSs,jp-16135,juLiE PrEScoTt,hoMe OFFiCe,UnIted StateS,MUSKoGeE,oKlaHOMA,74403.0,ceNtrAl,OFF-Ar-10002375,OFfICE SuPplIEs,aRT,newelL 351,6.56
3287,ca-2018-150525,20/02/2018,25/02/2018,STandaRD cLAsS,JP-16135,julIe PReSCOtt,Home OFFIcE,UNitED sTatES,mUSkOGee,OklAHOMa,74403.0,CEnTrAL,OFf-AP-10000595,office SUppLIeS,APpLianCes,DispoSabLe triPle-fiLteR DUst bAGS,13.11
3288,ca-2016-157770,13/12/2016,15/12/2016,FIrST CLasS,rD-19585,ROb DOwd,COnSuMeR,UNitED sTates,tEmEcuLA,caLifOrnia,92592.0,WEST,tEc-ph-10001530,teChNolOGy,phOneS,PlANtRONiCS vOYaGEr Pro leGenD,494.376
3289,cA-2016-157770,13/12/2016,15/12/2016,firSt ClASs,RD-19585,rOb DoWd,coNsUMEr,UnIted STAtEs,TEMECuLa,CAlIForNiA,92592.0,WEsT,Off-BI-10000050,OfficE SuPpLieS,bINDErS,"ANGLe-d BINDErs wITH LOckinG RINgs, lABel hOLderS",29.2
3290,cA-2016-157770,13/12/2016,15/12/2016,FIrST clAsS,rD-19585,roB doWd,ConsUMer,UNITeD sTates,temECuLA,CAlIforNiA,92592.0,WEST,TEc-Ac-10001552,TechNolOGy,accesSORIES,LOGItECH k350 2.4gHz WIRelEss keYBOaRD, 248.85 
3291,ca-2016-157770,13/12/2016,15/12/2016,fiRST CLASS,rd-19585,ROb dowD,coNSumer,uNiTEd STaTES,TEmECUla,caliFORNia,92592.0,WeST,tEC-Ac-10003399,tecHNOLogy,ACCEssoRIEs,MEMorex minI tRaVEl DRivE 64 gb usb 2.0 FlASH DRIVE,36.24
3292,Ca-2017-167290,30/10/2017,04/11/2017,StaNdaRd clASs,jF-15295,jASOn FoRTUNE-,ConSUmeR,UnIteD sTaTES,stErLiNG hEiGHtS,mIcHIGan,48310.0,CentraL,off-ar-10004078,offICE suppLies,aRt,newELl 312, 11.68 
3293,ca-2015-106264,26/12/2015,30/12/2015,STANDArD Class,CK-12595,CLYtIe kELTY,cONSUMEr,unIted StATEs,saN DiEgo,CaLIFOrnIa,92024.0,wesT,OFf-SU-10002189,OfFIce SUpPLiES,suppLIeS,acme RoseWOoD HandLE lEtteR oPenER, 11.91 
3294,Ca-2015-106264,26/12/2015,30/12/2015,StAndARD cLasS,Ck-12595,CLyTiE KeLTy,COnsuMEr,uNITed STaTeS,San DiEGO,CAliForNIa,92024.0,WesT,fur-fu-10001852,furNITURE,furnISHingS,"eLDOn rEGEnerAtIon RECYcLEd deSk AccesSoRIes, SMOKE", 3.48 
3295,ca-2015-138023,15/08/2015,18/08/2015,fiRSt clAsS,kh-16510,keiTh HErReRA,cOnsUmER,uNITeD StAtEs,DalLAs,teXaS,75081.0,CentRal,OFF-bI-10003638,oFfICe SUPPLiEs,bInDeRS,gBc duRable pLasTIC cOvers, 30.96 
